CardID,name,cmc,colorIdentity,text,printings,power,toughness,rarity,subtypes,types
507,Lava Axe,5,R,Lava Axe deals 5 damage to target player.,2,,,Common,,Sorcery
508,Lightning Elemental,4,R,Haste (This creature can attack and {T} as soon as it comes under your control.),2,4,1,Common,Elemental,Creature
509,Manabarbs,4,R,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.",2,,,Rare,,Enchantment
510,Manic Vandal,3,R,"When Manic Vandal enters the battlefield, destroy target artifact.",2,2,2,Common,"Human,Warrior",Creature
511,Scrambleverse,8,R,"For each nonland permanent, choose a player at random. Then each player gains control of each permanent for which he or she was chosen. Untap those permanents.",2,,,Rare,,Sorcery
512,Shock,1,R,Shock deals 2 damage to target creature or player.,2,,,Common,,Instant
513,Slaughter Cry,3,R,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),2,,,Common,,Instant
514,Stormblood Berserker,2,R,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)\nMenace (This creature can't be blocked except by two or more creatures.)",2,1,1,Uncommon,"Human,Berserker",Creature
515,Tectonic Rift,4,R,Destroy target land. Creatures without flying can't block this turn.,2,,,Uncommon,,Sorcery
516,Volcanic Dragon,6,R,Flying\nHaste (This creature can attack and {T} as soon as it comes under your control.),2,4,4,Uncommon,Dragon,Creature
517,Wall of Torches,2,R,Defender (This creature can't attack.),2,4,1,Common,Wall,Creature
518,Warstorm Surge,6,R,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to target creature or player.",2,,,Rare,,Enchantment
519,Arachnus Spinner,6,G,"Reach (This creature can block creatures with flying.)\nTap an untapped Spider you control: Search your graveyard and/or library for a card named Arachnus Web and put it onto the battlefield attached to target creature. If you search your library this way, shuffle it.",2,5,7,Rare,Spider,Creature
520,Arachnus Web,3,G,"Enchant creature\nEnchanted creature can't attack or block, and its activated abilities can't be activated.\nAt the beginning of the end step, if enchanted creature's power is 4 or greater, destroy Arachnus Web.",2,,,Common,Aura,Enchantment
521,Autumn's Veil,1,G,"Spells you control can't be countered by blue or black spells this turn, and creatures you control can't be the targets of blue or black spells this turn.",2,,,Uncommon,,Instant
522,Birds of Paradise,1,G,Flying\n{T}: Add one mana of any color to your mana pool.,2,0,1,Rare,Bird,Creature
523,Brindle Boar,3,G,Sacrifice Brindle Boar: You gain 4 life.,2,2,2,Common,Boar,Creature
524,Carnage Wurm,7,G,"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)\nTrample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)",2,6,6,Uncommon,Wurm,Creature
525,Cudgel Troll,4,G,"{G}: Regenerate Cudgel Troll. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",2,4,3,Uncommon,Troll,Creature
526,Doubling Chant,6,G,"For each creature you control, you may search your library for a creature card with the same name as that creature. Put those cards onto the battlefield, then shuffle your library.",2,,,Rare,,Sorcery
527,Dungrove Elder,3,G,Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nDungrove Elder's power and toughness are each equal to the number of Forests you control.,2,*,*,Rare,Treefolk,Creature
528,Garruk's Companion,2,G,Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.),2,3,2,Common,Beast,Creature
529,Garruk's Horde,7,G,Trample\nPlay with the top card of your library revealed.\nYou may cast the top card of your library if it's a creature card. (Do this only any time you could cast that creature card. You still pay the spell's costs.),2,7,7,Rare,Beast,Creature
530,Giant Spider,4,G,Reach (This creature can block creatures with flying.),2,2,4,Common,Spider,Creature
531,Gladecover Scout,1,G,Hexproof (This creature can't be the target of spells or abilities your opponents control.),2,1,1,Common,"Elf,Scout",Creature
532,Greater Basilisk,5,G,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),2,3,5,Common,Basilisk,Creature
533,Hunter's Insight,3,G,"Choose target creature you control. Whenever that creature deals combat damage to a player or planeswalker this turn, draw that many cards.",2,,,Uncommon,,Instant
534,Jade Mage,2,G,{2}{G}: Put a 1/1 green Saproling creature token onto the battlefield.,2,2,1,Uncommon,"Human,Shaman",Creature
535,Llanowar Elves,1,G,{T}: Add {G} to your mana pool.,2,1,1,Common,"Elf,Druid",Creature
536,Lure,3,G,Enchant creature\nAll creatures able to block enchanted creature do so.,2,,,Uncommon,Aura,Enchantment
537,Lurking Crocodile,3,G,"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)\nIslandwalk (This creature can't be blocked as long as defending player controls an Island.)",2,2,2,Common,Crocodile,Creature
538,Overrun,5,G,Creatures you control get +3/+3 and gain trample until end of turn.,2,,,Uncommon,,Sorcery
539,Primeval Titan,6,G,"Trample\nWhenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.",2,6,6,Mythic Rare,Giant,Creature
540,Rampant Growth,2,G,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.,2,,,Common,,Sorcery
541,Reclaim,1,G,Put target card from your graveyard on top of your library.,2,,,Common,,Instant
542,Rites of Flourishing,3,G,"At the beginning of each player's draw step, that player draws an additional card.\nEach player may play an additional land on each of his or her turns.",2,,,Rare,,Enchantment
543,Runeclaw Bear,2,G,,2,2,2,Common,Bear,Creature
544,Sacred Wolf,3,G,Hexproof (This creature can't be the target of spells or abilities your opponents control.),2,3,1,Common,Wolf,Creature
545,Skinshifter,2,G,"{G}: Choose one —\n• Until end of turn, Skinshifter becomes a Rhino with base power and toughness 4/4 and gains trample. Activate this ability only once each turn.\n• Until end of turn, Skinshifter becomes a Bird with base power and toughness 2/2 and gains flying. Activate this ability only once each turn.\n• Until end of turn, Skinshifter becomes a Plant with base power and toughness 0/8. Activate this ability only once each turn.",2,1,1,Rare,"Human,Shaman",Creature
546,Stampeding Rhino,5,G,Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.),2,4,4,Common,Rhino,Creature
547,Stingerfling Spider,5,G,"Reach\nWhen Stingerfling Spider enters the battlefield, you may destroy target creature with flying.",2,2,5,Uncommon,Spider,Creature
548,Trollhide,3,G,"Enchant creature\nEnchanted creature gets +2/+2 and has ""{1}{G}: Regenerate this creature."" (The next time the creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",2,,,Common,Aura,Enchantment
549,Adaptive Automaton,3,,"As Adaptive Automaton enters the battlefield, choose a creature type.\nAdaptive Automaton is the chosen type in addition to its other types.\nOther creatures you control of the chosen type get +1/+1.",2,2,2,Rare,Construct,"Artifact,Creature"
550,Angel's Feather,2,,"Whenever a player casts a white spell, you may gain 1 life.",2,,,Uncommon,,Artifact
551,Crown of Empires,2,,"{3}, {T}: Tap target creature. Gain control of that creature instead if you control artifacts named Scepter of Empires and Throne of Empires.",2,,,Uncommon,,Artifact
552,Crumbling Colossus,5,,"Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)\nWhen Crumbling Colossus attacks, sacrifice it at end of combat.",2,7,4,Uncommon,Golem,"Artifact,Creature"
553,Demon's Horn,2,,"Whenever a player casts a black spell, you may gain 1 life.",2,,,Uncommon,,Artifact
554,Dragon's Claw,2,,"Whenever a player casts a red spell, you may gain 1 life.",2,,,Uncommon,,Artifact
555,Druidic Satchel,3,,"{2}, {T}: Reveal the top card of your library. If it's a creature card, put a 1/1 green Saproling creature token onto the battlefield. If it's a land card, put that card onto the battlefield under your control. If it's a noncreature, nonland card, you gain 2 life.",2,,,Rare,,Artifact
556,Greatsword,3,,Equipped creature gets +3/+0.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.),2,,,Uncommon,Equipment,Artifact
557,Kite Shield,,,Equipped creature gets +0/+3.\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.),2,,,Uncommon,Equipment,Artifact
558,Kraken's Eye,2,,"Whenever a player casts a blue spell, you may gain 1 life.",2,,,Uncommon,,Artifact
559,Manalith,3,,{T}: Add one mana of any color to your mana pool.,2,,,Common,,Artifact
560,Pentavus,7,,"Pentavus enters the battlefield with five +1/+1 counters on it.\n{1}, Remove a +1/+1 counter from Pentavus: Put a 1/1 colorless Pentavite artifact creature token with flying onto the battlefield.\n{1}, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus.",2,0,0,Rare,Construct,"Artifact,Creature"
561,Quicksilver Amulet,4,,"{4}, {T}: You may put a creature card from your hand onto the battlefield.",2,,,Rare,,Artifact
562,Rusted Sentinel,4,,Rusted Sentinel enters the battlefield tapped.,2,3,4,Uncommon,Golem,"Artifact,Creature"
563,Scepter of Empires,3,,{T}: Scepter of Empires deals 1 damage to target player. It deals 3 damage to that player instead if you control artifacts named Crown of Empires and Throne of Empires.,2,,,Uncommon,,Artifact
564,Solemn Simulacrum,4,,"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library.\nWhen Solemn Simulacrum dies, you may draw a card.",2,2,2,Rare,Golem,"Artifact,Creature"
565,Sundial of the Infinite,2,,"{1}, {T}: End the turn. Activate this ability only during your turn. (Exile all spells and abilities on the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",2,,,Rare,,Artifact
566,Swiftfoot Boots,2,,Equipped creature has hexproof and haste.\nEquip {1},2,,,Uncommon,Equipment,Artifact
567,Thran Golem,5,,"As long as Thran Golem is enchanted, it gets +2/+2 and has flying, first strike, and trample.",2,3,3,Uncommon,Golem,"Artifact,Creature"
568,Throne of Empires,4,,"{1}, {T}: Put a 1/1 white Soldier creature token onto the battlefield. Put five of those tokens onto the battlefield instead if you control artifacts named Crown of Empires and Scepter of Empires.",2,,,Rare,,Artifact
569,Worldslayer,5,,"Whenever equipped creature deals combat damage to a player, destroy all permanents other than Worldslayer.\nEquip {5} ({5}: Attach to target creature you control. Equip only as a sorcery.)",2,,,Rare,Equipment,Artifact
570,Wurm's Tooth,2,,"Whenever a player casts a green spell, you may gain 1 life.",2,,,Uncommon,,Artifact
571,Buried Ruin,,,"{T}: Add {C} to your mana pool.\n{2}, {T}, Sacrifice Buried Ruin: Return target artifact card from your graveyard to your hand.",2,,,Uncommon,,Land
